sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Ketembe Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,11, , , , , , , ,11,1,none,FFMM,1,groups,ff,none,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Gunung Lesser National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,11, , , , , , , ,14,3,wp,FFMM,0.785714286,groups,ff,yes,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Mentoko Research Station, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,wp,FFMM,1,groups,ff,yes,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Singapore, Malaysia",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , ,3, ,25, , , , , , , ,28,2,wp,FFMM,0.892857143,groups,one,none,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,Peninsular Malaysia,Forest_Wetland_Artificial,0,1,closed,3,Diurnal, , , , , , , , , ,10, , , , , , , ,10,1,none,FFMM,1,groups,one,none,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Padangtegal Monkey Forest, Bali",Forest_Wetland_Artificial,0,1,closed,3,Diurnal, , , , , , , , , ,5, , , , , , , ,5,1,none,FFMM,1,groups,one,yes,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Padang, West Sumatra, Indonesia",Forest_Rocky_Artificial,1,1,both,3,Diurnal, , , , , , , ,1, ,5, , , , , , , ,6,1,wp,FFMM,0.833333333,groups,one,none,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
pop,Macaca_fascicularis,Long-tailed/Crab-eating Macaque,"Tanjung Puting National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,4.85,3.22,4.03, , , ,66.7, ,17.2,8.9,4.1, , , , , 
sp,Macaca_fuscata,Japanese Macaque, ,Forest_Shrubland_Rocky,1,1,both,2,Diurnal, , , , , , , , , ,20, , , , , , ,16,20, ,none,FFMM,1,groups,ff,yes,BOTH,10.97,8.03,9.5, , , ,20.9,31.55,20,4.6,5.4, , , , , 
pop,Macaca_fuscata,Japanese Macaque,"Yakushima Island, Japan",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,11, , , , , , , ,11,8,none,FFMM,1,groups,ff,yes,BOTH,10.97,8.03,9.5, , , ,20.9,31.55,20,4.6,5.4, , , , , 
pop,Macaca_fuscata,Japanese Macaque,"Kinkazan Island, Japan",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,2,none,FFMM,1,groups,one,none,BOTH,10.97,8.03,9.5, , , ,20.9,31.55,20,4.6,5.4, , , , , 
pop,Macaca_fuscata,Japanese Macaque,"Kanagawa, Japan",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,wp,FFMM,1,groups,ff,none,BOTH,10.97,8.03,9.5, , , ,20.9,31.55,20,4.6,5.4, , , , , 
pop,Macaca_fuscata,Japanese Macaque,"Koshima Islet, Japan",Forest_Shrubland,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,10.97,8.03,9.5, , , ,20.9,31.55,20,4.6,5.4, , , , , 
pop,Macaca_fuscata,Japanese Macaque,"Katsuyama, Japan",Forest_Rocky,1,1,both,2,Diurnal, , , , , , , , , ,4, , , , , , , ,4,4,none,FFMM,1,groups,ff,yes,BOTH,10.97,8.03,9.5, , , ,20.9,31.55,20,4.6,5.4, , , , , 
sp,Macaca_hecki,Heck's Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_leonina,Northern Pig-tailed Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,2,3, ,none,FFMM,1,groups,one,none,AR,8.48,4.93,6.7, , , ,65.9,6.1,6.1,2.1,11.7, , , , , 
pop,Macaca_leonina,Northern Pig-tailed Macaque,"Mo Singto Forest, Khao Yai National Park, Thailand",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,2,none,FFMM,1,groups,one,none,BOTH,8.48,4.93,6.7, , , ,65.9,6.1,6.1,2.1,11.7, , , , , 
sp,Macaca_maura,Moor Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , ,2,4, ,none,FFMM,1,groups,one,yes,BOTH,9.72,6.05, , , , , , , , , , , , , , 
pop,Macaca_maura,Moor Macaque,"Karaenta Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,9.72,6.05, , , , , , , , , , , , , , 
pop,Macaca_maura,Moor Macaque,"Bantimurung-Bulusaraung National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,ff,yes,BOTH,9.72,6.05, , , , , , , , , , , , , , 
sp,Macaca_mulatta,Rhesus Macaque, ,Forest_Wetland_Grassland_Artificial_Shrubland_Rocky,1,1,both,4,Diurnal,8, , , , , , ,1, ,45, , , , , , ,24,46, ,none,FFMM,0.97826087,groups,ff,yes,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Cayo Santiago, Puerto Rico",Forest,0,1,closed,1,Diurnal,8, , , , , , , , ,27, , , , , , , ,27,14,none,FFMM,1,groups,ff,yes,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"La Cueva, Puerto Rico",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,none,FFMM,0.666666667,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Silver Springs State Park, Florida",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Borme,  Bengladesh",Grassland_Artificial,1,0,open,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Shimla, Himachal Padresh",Artificial,0,0,,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Dhaka, Bengladesh",Artificial,0,0,,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Neilingding National Nature Reserve, China",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Henan Taihangshan Macaque National Nature Reserve, China",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Tughlaqabad, India",Artificial_Shrubland_Grassland_Rocky,1,0,open,4,Diurnal, , , , , , , , , ,5, , , , , , , ,5,1,none,FFMM,1,groups,ff,yes,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
pop,Macaca_mulatta,Rhesus Macaque,"Chakia Forest, Uttar Pradesh",Forest_Artificial,0,1,closed,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,one,none,BOTH,6.99,4.94,5.96, , , ,79, , , , , , , , , 
sp,Macaca_munzala,Arunachal Macaque, ,Grassland_Shrubland_Forest,1,1,both,3,Diurnal,2, , , , , , ,4, ,35, , , , , , ,4,39, ,both,FFMM,0.897435897,groups,one,none,BOTH,15, , , , , ,11.4, ,39.4,3.3, , , , , , 
pop,Macaca_munzala,Arunachal Macaque,"Tawang District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal,2, , , , , , ,1, ,16, , , , , , , ,17,4,wp,FFMM,0.941176471,groups,one,none,BOTH,15, , , , , ,11.4, ,39.4,3.3, , , , , , 
pop,Macaca_munzala,Arunachal Macaque,"Kameng District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal, , , , , , , ,1, ,5, , , , , , , ,6,1,wp,FFMM,0.833333333,groups,one,none,BOTH,15, , , , , ,11.4, ,39.4,3.3, , , , , , 
pop,Macaca_munzala,Arunachal Macaque,"Changlang District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal, , , , , , , , , ,7, , , , , , , ,7,1,none,FFMM,1,groups,one,none,BOTH,15, , , , , ,11.4, ,39.4,3.3, , , , , , 
pop,Macaca_munzala,Arunachal Macaque,"Lohit District, India",Grassland_Shrubland_Forest,1,1,both,3,Diurnal, , , , , , , ,2, ,7, , , , , , , ,9,1,wp,FFMM,0.777777778,groups,one,none,BOTH,15, , , , , ,11.4, ,39.4,3.3, , , , , , 
sp,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque, ,Forest_Wetland_Rocky,1,1,both,2,Diurnal,10, , , , , , ,1, ,2, , , , , , ,2,3, ,both,FFMM,0.666666667,groups,one,yes,BOTH,11.2,6.59,8.89, , , ,74.6, ,8.9,1.1,12.6, , , , , 
pop,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque,"Segari Melintang Forest Reserve, Peninsular Malaysia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,yes,BOTH,11.2,6.59,8.89, , , ,74.6, ,8.9,1.1,12.6, , , , , 
pop,Macaca_nemestrina,Southern/Sunda Pig-tailed Macaque,"Mount Kerici, Indonesia",Forest_Rocky,1,1,both,2,Diurnal,10, , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,BOTH,11.2,6.59,8.89, , , ,74.6, ,8.9,1.1,12.6, , , , , 
sp,Macaca_nigra,Crested black Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,8, , , , , , ,3,8, ,none,FFMM,1,groups,one,none,T,9.89,5.47,7.68, , , ,65.05,2.4, , ,32, , , , , 
pop,Macaca_nigra,Crested black Macaque,"Tangkoko Nature Reserve, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,8, , , , , , , ,8,3,none,FFMM,1,groups,one,none,T,9.89,5.47,7.68, , , ,65.05,2.4, , ,32, , , , , 
sp,Macaca_nigrescens,Gorontalo Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, ,0, , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_ochreata,Booted Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, ,0, , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_pagensis,Pagai/Mentawai Island Macaque, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, ,0, , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Macaca_radiata,Bonnet Macaque, ,Forest_Rocky_Artifical_Grassland,1,1,both,3,Diurnal, , , , , , , ,4, ,65,1, , , , , ,12,69, ,both,FFMM,0.942028986,groups,ff,yes,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Ghats, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,4, , , , , , , ,4,3,none,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Mysore, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,3, ,31, , , , , , , ,34,4,wp,FFMM,0.911764706,groups,one,yes,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Indira Gandhi Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,4, , , , , , , ,5,2,wp,FFMM,0.8,groups,ff,yes,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Chamundi Temple, India",Rocky_Forest_Artificial,1,1,both,3,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups, ,none,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Bangalore, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,7, , , , , , , ,7,2,none,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Kalakad Mundanthurai Tiger Reserve, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Mudumalai Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Anaimalai Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
pop,Macaca_radiata,Bonnet Macaque,"Dharwar, India",Forest_Grassland_Artificial,1,1,both,3,Diurnal, , , , , , , , , ,12, , , , , , , ,12,1,none,FFMM,1,groups,one,none,BOTH,6.6,3.69,5.14, , , ,47.9,6,26.7,10.2, , , , , , 
sp,Macaca_siberu,Siberut Macaque, , ,0,0,,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,AR,7.5,5.25,6.165, , ,0.304055916,75.5, ,4.4,0.2,11.9, , , , , 
pop,Macaca_siberu,Siberut Macaque,"Siberut Island, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,7.5,5.25,6.165, , ,0.304055916,75.5, ,4.4,0.2,11.9, , , , , 
sp,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,7, ,15, , , , , , ,5,22, ,wp,FFMM,0.681818182,groups,one,none,AR,8.9,6.1, , , , ,61.9,31,7.1, , , , , , , 
pop,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque,"Ghats, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,5, ,11, , , , , , , ,16,4,wp,FFMM,0.6875,groups,one,none,AR,8.9,6.1, , , , ,61.9,31,7.1, , , , , , , 
pop,Macaca_silenus,Lion-tailed Macaque / Ouanderou Macaque,"Indira Gandhi Wildlife Sanctuary, India",Forest,0,1,closed,1,Diurnal, , , , , , , ,2, ,4, , , , , , , ,6,1,wp,FFMM,0.666666667,groups,one,none,AR,8.9,6.1, , , , ,61.9,31,7.1, , , , , , , 
sp,Macaca_sinica,Toque Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,ff,none,AR,5.66,3.3,4.48, , , ,66,1,11,1,5, , , , , 
pop,Macaca_sinica,Toque Macaque,"Poionnaruwa, Sri Lanka",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,AR,5.66,3.3,4.48, , , ,66,1,11,1,5, , , , , 
sp,Macaca_sylvanus,Barbary Macaques, ,Forest,0,1,closed,2,Diurnal, , , , , , , ,3,1,151, , , , , , ,7,155, ,both,FFMM,0.974193548,groups,ff,yes,BOTH,16,11,13.5, , , ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Ifrane National Park, Middle Atlas Mountain, Morroco",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,7, , , , , , , ,7,4,none,FFMM,1,groups,one,none,BOTH,16,11,13.5, , , ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Upper Rock, Gibraltar",Rocky_Grassland,1,0,open,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,yes,BOTH,16,11,13.5, , , ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Djurdjura National Park, Algeria",Forest,0,1,closed,1,Diurnal, , , , , , , ,2,1,138, , , , , , , ,141,1,wp,FFMM,0.978723404,groups,ff,none,BOTH,16,11,13.5, , , ,33, ,16, , , , , , , 
pop,Macaca_sylvanus,Barbary Macaques,"Ghomaran, Morocco",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,5, , , , , , , ,6,1,wp,FFMM,0.833333333,groups,ff,none,BOTH,16,11,13.5, , , ,33, ,16, , , , , , , 
sp,Macaca_thibetana,Tibetan Macaques, ,Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,24, , , , , , ,13,24, ,none,FFMM,1,groups,ff,yes,T,18.3,12.8, , , , , , , , , , , , , , 
pop,Macaca_thibetana,Tibetan Macaques,"Mount Huangshan National Reserve, China",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,18, , , , , , , ,18,10,none,FFMM,1,groups,ff,yes,T,18.3,12.8, , , , , , , , , , , , , , 
pop,Macaca_thibetana,Tibetan Macaques,"Mount Emei, China",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,6, , , , , , , ,6,3,none,FFMM,1,groups,one,none,T,18.3,12.8, , , , , , , , , , , , , , 
sp,Macaca_tonkeana,Tonkean Macaque, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1, ,none,FFMM,1,groups,one,none,BOTH,14.9,9, , , , ,74.7, ,6,0.8,10.1, , , , , 
pop,Macaca_tonkeana,Tonkean Macaque,"Lore Lindu National Park, Indonesia",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,14.9,9, , , , ,74.7, ,6,0.8,10.1, , , , , 
sp,Mandrillus_leucophaeus,Drill, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , ,1,3, ,wp,FFMM,0.666666667,groups,ff,yes,BOTH,20.75,9.25,20.375, , ,7.601397898,38.7, , , ,70, , , , , 
pop,Mandrillus_leucophaeus,Drill,"Korup National Park, Nigeria",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,1,wp,FFMM,0.666666667,groups,ff,yes,BOTH,20.75,9.25,20.375, , ,7.601397898,38.7, , , ,70, , , , , 
sp,Mandrillus_sphinx,Mandrill, ,Forest_Savanna,1,1,both,2,Diurnal, , , , , , , ,1, ,5, , , , , , ,3,6, ,both,FFMM,0.833333333,groups,one,none,AR,34.4,12.8,23.6, , , ,88, ,5, ,5, , , , , 
pop,Mandrillus_sphinx,Mandrill,"Bakoumba, Gabon",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,1,1,1,none,FFMM,1,groups,one,none,AR,34.4,12.8,23.6, , , ,88, ,5, ,5, , , , , 
pop,Mandrillus_sphinx,Mandrill,"Lopé Reserve, Gabon",Forest_Savanna,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , ,1,1,1,none,FFMM,1,groups,one,none,AR,34.4,12.8,23.6, , , ,88, ,5, ,5, , , , , 
pop,Mandrillus_sphinx,Mandrill,"Campo, Cameroon",Forest,0,1,closed,1,Diurnal, , , , , , , ,1, ,3, , , , , , ,1,4,1,wp,FFMM,0.75,groups,one,none,AR,34.4,12.8,23.6, , , ,88, ,5, ,5, , , , , 
sp,Mico_acariensis,Rio Acari Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_argentatus,Silvery Marmoset, ,Forest_Wetland_Savanna,1,1,both,3,Diurnal, , , , , ,4, , , ,1,1,2,1, , , ,1,6, ,wp,MF,0.666666667,groups,one,none,AR,0.33,0.36,0.35, , , ,42.87, , , ,7.28, , , , , 
pop,Mico_argentatus,Silvery Marmoset,"Alter Do Chao, Brazil",Forest_Wetland_Savanna,1,1,both,3,Diurnal, , , , , ,4, , , ,1,1,2,1, , , , ,6,1,wp,MF,0.666666667,groups,one,none,AR,0.33,0.36,0.35, , , ,42.87, , , ,7.28, , , , , 
sp,Mico_chrysoleucos,Golden-White Tassel-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_emiliae,Snethlage's Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_humeralifer,Santarém Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_intermedius,Rio Aripuanã Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_leucippe,Golden-white Bare-ear Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_marcai,Marca's Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_mauesi,Maués Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_melanurus,Black-tailed Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_nigriceps,Black-headed Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_rondoni,Rondon's Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Mico_saterei,Sateré Marmoset, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_arnholdi,Arnhold's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_berthae,Madame Berthe's Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none,AR,0.03,0.04,0.03, , , , , , , , , , , , , 
sp,Microcebus_bongolavensis,Bongolava Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_danfossi,Danfoss' Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_gerpi,Gerp's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_jollyae,Jolly's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_lehilahytsara,Goodman's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_macarthurii,MacArthur's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_mamiratra,Claire's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_margotmarshae,Margot Marsh's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_marohita,Marohita Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_mittermeieri,Mittemeir's Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_murinus,Gray Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,4,5,4, , , , , ,2, , , , , ,2,4, ,wp,solitary,1,solitary,one,none,AR,0.063,0.0672,0.06, , , ,5.7, , , ,21.3, , , , , 
pop,Microcebus_murinus,Gray Mouse Lemur,"Forest reserve of Ankarafantsika, Northwestern Madagascar",Forest,0,1,closed,1,Nocturnal, , ,4,5,4, , , , , ,2, , , , , , ,4,2,wp,solitary,1,solitary,one,none,AR,0.063,0.0672,0.06, , , ,5.7, , , ,21.3, , , , , 
sp,Microcebus_myoxinus,Pygmy Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
